micRMS,lux,tMid,dT_tb,DOproxy,tds_mV,irObj,irAmb,airT,airRH,pressure_hPa,pump,manual_override,label
0.0,159.0,24.31,0.06,8.28,408.0,25.23,23.91,23.6,58.0,1004.1,0.0,0.0,calm
0.0,159.1,24.25,0.06,8.29,404.0,25.35,23.93,23.6,58.0,1004.1,0.0,0.0,calm
0.0,159.1,24.31,0.06,8.28,417.0,25.35,23.91,23.6,58.0,1004.1,0.0,0.0,calm
0.0,159.1,24.31,0.0,8.28,417.0,25.37,23.91,23.6,58.0,1004.1,0.0,0.0,calm
5.47,159.1,24.25,0.06,8.29,434.0,25.37,23.91,23.6,58.0,1004.1,0.0,0.0,calm
0.0,159.1,24.25,-0.06,8.29,420.0,25.35,23.91,23.6,58.0,1004.1,0.0,0.0,calm
5.12,159.1,24.25,0.06,8.29,405.0,25.35,23.91,23.6,58.0,1004.1,0.0,0.0,calm
5.66,159.1,24.25,0.06,8.29,411.0,25.25,23.89,23.6,58.0,1004.1,0.0,0.0,human-tap
0.0,159.1,24.25,0.06,8.29,407.0,25.23,23.93,23.6,58.0,1004.1,0.0,0.0,calm
0.0,159.2,24.25,0.06,8.29,415.0,25.23,23.95,23.6,58.0,1004.1,0.0,0.0,calm
5.92,159.2,24.25,0.06,8.29,424.0,25.25,23.93,23.6,58.0,1004.0,0.0,0.0,calm
0.0,159.2,24.31,0.06,8.28,410.0,25.31,23.89,23.6,58.0,1004.1,0.0,0.0,calm
0.0,159.1,24.25,0.06,8.29,408.0,25.23,23.95,23.6,58.0,1004.2,0.0,0.0,calm
5.36,159.1,24.25,0.06,8.29,409.0,25.13,23.91,23.6,58.0,1004.1,0.0,0.0,calm
0.0,159.3,24.31,0.06,8.28,402.0,25.13,23.89,23.6,58.0,1004.1,0.0,0.0,calm
5.57,159.3,24.31,0.06,8.28,430.0,25.23,23.91,23.6,58.0,1004.1,0.0,0.0,calm
5.58,159.2,24.25,0.06,8.29,424.0,25.25,23.87,23.6,58.0,1004.2,0.0,0.0,human-tap
0.0,159.1,24.25,0.06,8.29,410.0,25.25,23.89,23.6,58.0,1004.1,0.0,0.0,calm
5.72,159.2,24.31,0.0,8.28,410.0,25.31,23.89,23.6,58.0,1004.2,0.0,0.0,calm
0.0,159.2,24.25,0.06,8.29,417.0,25.29,23.91,23.6,58.0,1004.1,0.0,0.0,calm
0.0,159.1,24.31,0.06,8.28,420.0,25.25,23.87,23.6,58.0,1004.1,0.0,0.0,calm
0.0,159.2,24.31,0.06,8.28,434.0,25.29,23.91,23.6,58.0,1004.1,0.0,0.0,calm
0.0,159.1,24.25,0.06,8.29,398.0,25.29,23.87,23.6,58.0,1004.1,0.0,0.0,calm
0.0,159.3,24.31,0.06,8.28,419.0,25.35,23.89,23.6,58.0,1004.1,0.0,0.0,calm
0.0,159.4,24.25,0.06,8.29,411.0,25.35,23.87,23.5,58.0,1004.1,0.0,0.0,calm
5.09,159.3,24.25,0.06,8.29,411.0,25.35,23.89,23.5,58.0,1004.1,0.0,0.0,calm
0.0,159.5,24.25,0.06,8.29,411.0,25.47,23.89,23.6,58.0,1004.1,0.0,0.0,calm
0.0,159.3,24.31,0.06,8.28,402.0,25.37,23.89,23.5,58.0,1004.2,0.0,0.0,calm
0.0,159.3,24.25,0.06,8.29,415.0,25.41,23.91,23.6,58.0,1004.1,0.0,0.0,calm
5.33,159.5,24.25,0.06,8.29,415.0,25.25,23.91,23.5,58.0,1004.1,0.0,0.0,calm
0.0,159.5,24.25,0.06,8.29,393.0,25.31,23.89,23.5,58.0,1004.2,0.0,0.0,calm
0.0,159.4,24.25,0.13,8.29,389.0,25.31,23.87,23.5,58.0,1004.1,0.0,0.0,calm
5.28,159.4,24.25,0.0,8.29,409.0,25.35,23.89,23.5,58.0,1004.0,0.0,0.0,calm
0.0,159.4,24.25,0.06,8.29,407.0,25.37,23.89,23.5,58.0,1004.1,0.0,0.0,calm
0.0,159.6,24.25,0.06,8.29,436.0,25.35,23.91,23.5,58.0,1004.2,0.0,0.0,calm
0.0,159.4,24.31,0.06,8.28,417.0,25.31,23.89,23.5,58.0,1004.1,0.0,0.0,calm
0.0,159.4,24.25,0.06,8.29,408.0,25.35,23.91,23.5,58.0,1004.0,0.0,0.0,calm
0.0,159.4,24.25,0.13,8.29,409.0,25.41,23.89,23.6,58.0,1004.0,0.0,0.0,calm
0.0,159.4,24.25,0.0,8.29,418.0,25.35,23.91,23.5,58.0,1004.1,0.0,0.0,calm
0.0,159.6,24.25,0.06,8.29,408.0,25.35,23.89,23.5,58.0,1004.1,0.0,0.0,calm
0.0,159.3,24.25,0.06,8.29,410.0,25.41,23.89,23.5,58.0,1004.2,0.0,0.0,calm
0.0,159.4,24.25,0.06,8.29,417.0,25.41,23.89,23.5,58.0,1004.1,0.0,0.0,calm
5.04,159.4,24.25,0.0,8.29,425.0,25.37,23.91,23.6,58.0,1004.1,0.0,0.0,calm
0.0,159.3,24.25,0.06,8.29,400.0,25.35,23.91,23.6,58.0,1004.1,0.0,0.0,calm
5.13,159.4,24.25,0.0,8.29,409.0,25.35,23.87,23.6,58.0,1004.1,0.0,0.0,calm
0.0,159.3,24.25,0.06,8.29,410.0,25.25,23.91,23.5,58.0,1004.1,0.0,0.0,calm
0.0,159.4,24.25,0.0,8.29,407.0,25.23,23.91,23.5,58.0,1004.1,0.0,0.0,calm
0.0,159.3,24.25,0.06,8.29,408.0,25.31,23.93,23.5,58.0,1004.1,0.0,0.0,calm
5.23,159.3,24.25,0.06,8.29,421.0,25.37,23.87,23.5,58.0,1004.1,0.0,0.0,calm
0.0,159.3,24.25,0.06,8.29,404.0,25.35,23.87,23.5,58.0,1004.1,0.0,0.0,calm
5.61,159.4,24.25,0.0,8.29,420.0,25.35,23.87,23.5,58.0,1004.1,0.0,0.0,calm
0.0,159.4,24.25,0.0,8.29,420.0,25.35,23.89,23.6,58.0,1004.1,0.0,0.0,calm
0.0,159.4,24.25,0.0,8.29,420.0,25.35,23.89,23.5,58.0,1004.1,0.0,0.0,calm
0.0,159.4,24.25,0.13,8.29,411.0,25.35,23.89,23.5,58.0,1004.1,0.0,0.0,calm
0.0,159.3,24.25,0.0,8.29,464.0,25.31,23.89,23.6,58.0,1004.1,0.0,0.0,calm
5.69,159.2,24.25,0.13,8.29,421.0,25.35,23.91,23.5,58.0,1004.1,0.0,0.0,calm
5.2,159.3,24.31,0.06,8.28,404.0,25.35,23.89,23.6,58.0,1004.1,0.0,0.0,human-tap
90.64,159.3,24.25,0.0,8.29,405.0,25.31,23.89,23.5,58.0,1004.1,0.0,0.0,other
0.0,159.3,24.25,0.06,8.29,409.0,25.31,23.89,23.5,58.0,1004.1,0.0,0.0,calm
0.0,159.2,24.25,0.06,8.29,411.0,25.35,23.91,23.5,58.0,1004.1,0.0,0.0,calm
7.34,159.1,24.25,0.06,8.29,404.0,25.35,23.89,23.6,58.0,1004.2,0.0,0.0,calm
0.0,159.0,24.25,0.06,8.29,419.0,25.43,23.87,23.5,58.0,1004.1,0.0,0.0,calm
0.0,159.1,24.25,0.0,8.29,391.0,25.37,23.87,23.5,59.0,1004.2,0.0,0.0,calm
0.0,159.0,24.25,0.06,8.29,417.0,25.35,23.89,23.5,59.0,1004.1,0.0,0.0,calm
5.06,159.2,24.25,0.0,8.29,404.0,25.35,23.91,23.5,58.0,1004.1,0.0,0.0,calm
0.0,159.1,24.25,0.0,8.29,419.0,25.35,23.91,23.5,58.0,1004.0,0.0,0.0,calm
0.0,159.1,24.25,0.0,8.29,409.0,25.35,23.89,23.6,58.0,1004.1,0.0,0.0,calm
0.0,159.1,24.25,0.0,8.29,411.0,25.29,23.89,23.5,58.0,1004.1,0.0,0.0,calm
127.89,159.1,24.25,0.06,8.29,415.0,25.35,23.89,23.5,58.0,1004.0,0.0,0.0,other
0.0,159.1,24.25,0.0,8.29,415.0,25.29,23.89,23.5,58.0,1004.1,0.0,0.0,calm
0.0,159.2,24.25,0.06,8.29,415.0,25.31,23.89,23.6,58.0,1004.1,0.0,0.0,calm
0.0,159.2,24.25,0.06,8.29,409.0,25.35,23.89,23.5,58.0,1004.1,0.0,0.0,calm
0.0,159.1,24.25,0.06,8.29,415.0,25.31,23.87,23.5,58.0,1004.2,0.0,0.0,calm
0.0,159.1,24.25,0.0,8.29,417.0,25.37,23.89,23.5,58.0,1004.1,0.0,0.0,calm
0.0,159.1,24.25,0.13,8.29,404.0,25.35,23.89,23.5,58.0,1004.1,0.0,0.0,calm
0.0,159.1,24.25,0.0,8.29,407.0,25.29,23.89,23.5,58.0,1004.1,0.0,0.0,calm
0.0,159.1,24.25,0.06,8.29,433.0,25.35,23.91,23.5,58.0,1004.0,0.0,0.0,calm
0.0,159.2,24.25,0.0,8.29,404.0,25.19,23.89,23.5,58.0,1004.1,0.0,0.0,calm
5.76,159.3,24.25,0.06,8.29,402.0,25.31,23.91,23.5,58.0,1004.1,0.0,0.0,calm
0.0,159.1,24.25,0.06,8.29,407.0,25.31,23.91,23.6,58.0,1004.1,0.0,0.0,calm
5.11,159.0,24.25,0.06,8.29,417.0,25.31,23.89,23.5,58.0,1004.1,0.0,0.0,calm
5.28,159.0,24.25,0.0,8.29,466.0,25.31,23.89,23.5,58.0,1004.1,0.0,0.0,human-tap
0.0,159.1,24.25,0.0,8.29,423.0,25.25,23.87,23.6,58.0,1004.1,0.0,0.0,calm
0.0,159.2,24.25,0.0,8.29,395.0,25.35,23.89,23.5,58.0,1004.1,0.0,0.0,calm
5.1,159.1,24.25,0.06,8.29,411.0,25.31,23.89,23.5,58.0,1004.1,0.0,0.0,calm
0.0,159.1,24.25,0.0,8.29,407.0,25.31,23.87,23.5,58.0,1004.1,0.0,0.0,calm
0.0,159.2,24.25,0.0,8.29,420.0,25.31,23.85,23.5,58.0,1004.1,0.0,0.0,calm
5.36,159.1,24.25,0.06,8.29,402.0,25.31,23.89,23.5,58.0,1004.0,0.0,0.0,calm
5.88,159.2,24.25,0.06,8.29,424.0,25.35,23.89,23.5,58.0,1004.0,0.0,0.0,human-tap
0.0,159.1,24.25,0.06,8.29,409.0,25.37,23.89,23.6,59.0,1004.1,0.0,0.0,calm
0.0,159.1,24.25,0.0,8.29,377.0,25.29,23.85,23.5,59.0,1004.1,0.0,0.0,calm
0.0,159.1,24.25,0.06,8.29,420.0,25.37,23.87,23.5,59.0,1004.1,0.0,0.0,calm
0.0,159.3,24.25,0.13,8.29,419.0,25.35,23.89,23.6,59.0,1004.2,0.0,0.0,calm
0.0,159.4,24.25,0.0,8.29,383.0,25.43,23.89,23.6,59.0,1004.1,0.0,0.0,calm
5.05,159.4,24.25,0.06,8.29,414.0,25.37,23.89,23.6,59.0,1004.0,0.0,0.0,calm
0.0,159.4,24.25,0.06,8.29,410.0,25.35,23.89,23.5,59.0,1004.1,0.0,0.0,calm
0.0,159.3,24.25,0.0,8.29,403.0,25.35,23.89,23.6,59.0,1004.2,0.0,0.0,calm
0.0,159.2,24.25,0.0,8.29,416.0,25.37,23.89,23.5,59.0,1004.1,0.0,0.0,calm
0.0,159.2,24.19,0.06,8.3,356.0,25.35,23.91,23.6,59.0,1004.1,0.0,0.0,calm
0.0,159.3,24.19,0.0,8.3,417.0,25.31,23.89,23.5,59.0,1004.1,0.0,0.0,calm
0.0,159.3,24.25,0.06,8.29,398.0,25.37,23.89,23.6,59.0,1004.0,0.0,0.0,calm
90.65,159.4,24.25,0.13,8.29,411.0,25.43,23.91,23.5,59.0,1004.1,0.0,0.0,other
0.0,159.2,24.25,0.06,8.29,402.0,25.41,23.89,23.5,59.0,1004.1,0.0,0.0,calm
0.0,159.3,24.25,0.06,8.29,430.0,25.43,23.89,23.5,58.0,1004.1,0.0,0.0,calm
0.0,159.0,24.25,0.0,8.29,365.0,25.43,23.89,23.5,58.0,1004.0,0.0,0.0,calm
0.0,159.0,24.25,0.06,8.29,384.0,25.35,23.91,23.5,58.0,1004.1,0.0,0.0,calm
0.0,159.0,24.25,0.06,8.29,425.0,25.35,23.89,23.5,58.0,1004.1,0.0,0.0,calm
0.0,159.0,24.25,0.06,8.29,420.0,25.41,23.91,23.5,58.0,1004.0,0.0,0.0,calm
90.59,159.1,24.25,0.0,8.29,420.0,25.31,23.91,23.5,58.0,1004.1,0.0,0.0,other
6.17,159.1,24.25,0.06,8.29,411.0,25.47,23.91,23.5,58.0,1004.1,0.0,0.0,human-tap
0.0,159.0,24.25,0.06,8.29,391.0,25.43,23.89,23.6,58.0,1004.1,0.0,0.0,calm
0.0,159.1,24.25,0.0,8.29,416.0,25.41,23.89,23.6,59.0,1004.1,0.0,0.0,calm
5.44,159.2,24.25,0.0,8.29,407.0,25.29,23.87,23.5,59.0,1004.1,0.0,0.0,calm
5.18,159.3,24.25,0.06,8.29,393.0,25.35,23.91,23.6,59.0,1004.2,0.0,0.0,human-tap
90.67,159.1,24.25,0.06,8.29,405.0,25.31,23.89,23.5,59.0,1004.1,0.0,0.0,human-tap
0.0,159.2,24.25,0.06,8.29,423.0,25.37,23.93,23.5,59.0,1004.2,0.0,0.0,calm
0.0,159.0,24.25,0.0,8.29,415.0,25.35,23.89,23.6,59.0,1004.1,0.0,0.0,calm
0.0,159.1,24.25,0.13,8.29,424.0,25.35,23.91,23.6,58.0,1004.1,0.0,0.0,calm
90.54,159.0,24.25,0.13,8.29,421.0,25.35,23.89,23.5,58.0,1004.0,0.0,0.0,other
0.0,159.0,24.25,0.06,8.29,381.0,25.37,23.89,23.6,58.0,1004.1,0.0,0.0,calm
90.59,159.1,24.25,0.0,8.29,407.0,25.29,23.89,23.6,58.0,1004.1,0.0,0.0,other
0.0,159.1,24.25,0.06,8.29,425.0,25.25,23.91,23.5,58.0,1004.1,0.0,0.0,calm
0.0,159.1,24.25,0.06,8.29,391.0,25.35,23.87,23.6,58.0,1004.1,0.0,0.0,calm
90.54,159.1,24.25,0.0,8.29,393.0,25.31,23.87,23.6,58.0,1004.1,0.0,0.0,other
0.0,159.1,24.25,0.0,8.29,393.0,25.35,23.91,23.6,58.0,1004.1,0.0,0.0,calm
0.0,159.1,24.25,0.06,8.29,417.0,25.29,23.87,23.5,58.0,1004.1,0.0,0.0,calm
0.0,159.1,24.25,0.0,8.29,410.0,25.25,23.89,23.6,58.0,1004.1,0.0,0.0,calm
0.0,159.1,24.25,0.0,8.29,346.0,25.25,23.91,23.6,58.0,1004.1,0.0,0.0,calm
0.0,159.1,24.25,0.0,8.29,400.0,25.29,23.89,23.6,58.0,1004.1,0.0,0.0,calm
5.19,159.1,24.25,0.13,8.29,404.0,25.29,23.89,23.5,58.0,1004.0,0.0,0.0,calm
5.59,159.3,24.25,0.0,8.29,420.0,25.31,23.87,23.6,58.0,1004.2,0.0,0.0,human-tap
5.75,159.2,24.25,0.0,8.29,402.0,25.35,23.91,23.5,58.0,1004.1,0.0,0.0,human-tap
0.0,159.1,24.25,0.06,8.29,393.0,25.23,23.91,23.5,58.0,1004.0,0.0,0.0,calm
0.0,159.1,24.25,0.0,8.29,402.0,25.25,23.89,23.6,58.0,1004.1,0.0,0.0,calm
0.0,159.1,24.25,0.0,8.29,415.0,25.29,23.89,23.6,58.0,1004.2,0.0,0.0,calm
0.0,159.1,24.25,0.06,8.29,393.0,25.31,23.87,23.6,58.0,1004.1,0.0,0.0,calm
0.0,159.1,24.25,0.0,8.29,415.0,25.35,23.89,23.5,58.0,1004.1,0.0,0.0,calm
0.0,159.3,24.25,0.0,8.29,408.0,25.19,23.91,23.5,58.0,1004.1,0.0,0.0,calm
0.0,159.3,24.25,0.0,8.29,410.0,25.23,23.89,23.5,58.0,1004.1,0.0,0.0,calm
0.0,159.1,24.25,0.06,8.29,403.0,25.29,23.87,23.6,58.0,1004.1,0.0,0.0,calm
90.53,159.1,24.25,0.06,8.29,407.0,25.29,23.87,23.5,58.0,1004.1,0.0,0.0,other
0.0,159.2,24.25,0.06,8.29,393.0,25.31,23.87,23.5,58.0,1004.1,0.0,0.0,calm
0.0,159.1,24.25,0.06,8.29,409.0,25.29,23.89,23.5,58.0,1004.1,0.0,0.0,calm
0.0,159.2,24.25,0.06,8.29,425.0,25.35,23.87,23.5,58.0,1004.1,0.0,0.0,calm
0.0,159.1,24.25,0.06,8.29,395.0,25.35,23.89,23.5,58.0,1004.1,0.0,0.0,calm
5.3,159.1,24.25,0.06,8.29,425.0,25.37,23.89,23.5,58.0,1004.0,0.0,0.0,calm
5.14,159.0,24.25,0.0,8.29,419.0,25.41,23.87,23.5,58.0,1004.1,0.0,0.0,human-tap
0.0,159.2,24.25,0.06,8.29,423.0,25.37,23.85,23.5,58.0,1004.1,0.0,0.0,calm
0.0,159.4,24.25,0.0,8.29,409.0,25.37,23.91,23.5,58.0,1004.1,0.0,0.0,calm
5.33,159.5,24.25,0.0,8.29,405.0,25.43,23.93,23.5,58.0,1004.1,0.0,0.0,calm
0.0,159.4,24.25,0.06,8.29,410.0,25.43,23.89,23.5,58.0,1004.0,0.0,0.0,calm
0.0,159.5,24.25,0.06,8.29,447.0,25.47,23.89,23.5,58.0,1004.0,0.0,0.0,calm
90.48,159.5,24.25,0.0,8.29,385.0,25.35,23.89,23.5,58.0,1004.1,0.0,0.0,other
90.57,159.4,24.25,0.13,8.29,404.0,25.31,23.87,23.5,58.0,1004.1,0.0,0.0,human-tap
5.29,159.2,24.25,0.13,8.29,416.0,25.41,23.89,23.5,58.0,1004.1,0.0,0.0,human-tap
0.0,159.3,24.25,0.0,8.29,420.0,25.37,23.91,23.5,58.0,1004.2,0.0,0.0,calm
0.0,159.3,24.25,0.0,8.29,411.0,25.41,23.87,23.5,58.0,1004.1,0.0,0.0,calm
0.0,159.2,24.25,0.0,8.29,410.0,25.41,23.91,23.5,58.0,1004.1,0.0,0.0,calm
0.0,159.3,24.25,0.0,8.29,406.0,25.41,23.91,23.5,58.0,1004.2,0.0,0.0,calm
0.0,159.3,24.25,0.06,8.29,404.0,25.41,23.89,23.5,58.0,1004.0,0.0,0.0,calm
0.0,159.2,24.25,0.0,8.29,409.0,25.37,23.87,23.5,58.0,1004.1,0.0,0.0,calm
0.0,159.3,24.25,0.0,8.29,409.0,25.35,23.91,23.5,58.0,1004.1,0.0,0.0,calm
90.63,159.2,24.25,0.0,8.29,405.0,25.43,23.89,23.5,58.0,1004.2,0.0,0.0,other
5.66,159.1,24.25,0.06,8.29,425.0,25.37,23.89,23.5,58.0,1004.1,0.0,0.0,human-tap
0.0,159.2,24.25,0.06,8.29,423.0,25.35,23.91,23.5,58.0,1004.1,0.0,0.0,calm
0.0,159.2,24.25,0.06,8.29,405.0,25.43,23.91,23.5,58.0,1004.1,0.0,0.0,calm
5.14,159.3,24.25,0.13,8.29,404.0,25.49,23.95,23.5,58.0,1004.1,0.0,0.0,calm
0.0,159.3,24.25,0.06,8.29,425.0,25.35,23.89,23.5,58.0,1004.1,0.0,0.0,calm
0.0,159.4,24.25,0.13,8.29,415.0,25.41,23.91,23.5,58.0,1004.1,0.0,0.0,calm
0.0,159.3,24.25,0.06,8.29,420.0,25.43,23.93,23.5,58.0,1004.1,0.0,0.0,calm
0.0,159.1,24.25,0.06,8.29,404.0,25.35,23.91,23.5,58.0,1004.1,0.0,0.0,calm
0.0,159.4,24.25,0.06,8.29,408.0,25.35,23.87,23.5,58.0,1004.1,0.0,0.0,calm
0.0,159.4,24.25,0.0,8.29,415.0,25.31,23.89,23.5,58.0,1004.1,0.0,0.0,calm
0.0,159.3,24.25,0.13,8.29,409.0,25.25,23.91,23.5,58.0,1004.1,0.0,0.0,calm
0.0,159.3,24.25,0.06,8.29,411.0,25.37,23.91,23.5,58.0,1004.1,0.0,0.0,calm
0.0,159.3,24.25,0.06,8.29,431.0,25.31,23.91,23.5,58.0,1004.1,0.0,0.0,calm
6.13,159.3,24.25,0.06,8.29,407.0,25.31,23.87,23.5,58.0,1004.0,0.0,0.0,calm
0.0,159.1,24.25,0.0,8.29,404.0,25.35,23.93,23.5,58.0,1004.0,0.0,0.0,calm
5.34,159.2,24.25,0.06,8.29,409.0,25.35,23.91,23.5,58.0,1004.1,0.0,0.0,calm
5.03,159.3,24.25,0.0,8.29,409.0,25.43,23.89,23.5,58.0,1004.1,0.0,0.0,human-tap
0.0,159.1,24.25,0.06,8.29,407.0,25.47,23.93,23.5,58.0,1004.1,0.0,0.0,calm
0.0,159.2,24.25,0.06,8.29,415.0,25.37,23.91,23.5,58.0,1004.1,0.0,0.0,calm
0.0,159.2,24.25,0.0,8.29,417.0,25.35,23.93,23.5,59.0,1004.1,0.0,0.0,calm
0.0,159.2,24.25,0.06,8.29,382.0,25.47,23.93,23.6,59.0,1004.1,0.0,0.0,calm
0.0,159.3,24.25,0.0,8.29,410.0,25.37,23.91,23.5,59.0,1004.1,0.0,0.0,calm
0.0,159.1,24.25,0.06,8.29,420.0,25.41,23.91,23.5,59.0,1004.1,0.0,0.0,calm
0.0,159.2,24.25,0.06,8.29,407.0,25.37,23.97,23.5,59.0,1004.2,0.0,0.0,calm
0.0,158.9,24.25,0.06,8.29,420.0,25.29,23.91,23.5,59.0,1004.1,0.0,0.0,calm
0.0,159.1,24.25,0.06,8.29,415.0,25.37,23.93,23.5,59.0,1004.1,0.0,0.0,calm
0.0,159.1,24.25,0.06,8.29,419.0,25.37,23.93,23.5,59.0,1004.1,0.0,0.0,calm
0.0,159.1,24.25,0.06,8.29,407.0,25.37,23.91,23.6,59.0,1004.1,0.0,0.0,calm
0.0,159.1,24.25,0.13,8.29,404.0,25.35,23.91,23.5,59.0,1004.1,0.0,0.0,calm
0.0,159.7,24.25,0.06,8.29,409.0,25.41,23.93,23.6,59.0,1004.1,0.0,0.0,calm
0.0,159.3,24.25,0.0,8.29,407.0,25.41,23.93,23.5,59.0,1004.0,0.0,0.0,calm
5.38,159.3,24.25,0.0,8.29,410.0,25.41,23.93,23.6,59.0,1004.2,0.0,0.0,calm
0.0,159.4,24.25,0.0,8.29,410.0,25.37,23.93,23.6,59.0,1004.1,0.0,0.0,calm
5.29,159.5,24.25,0.13,8.29,410.0,25.35,23.91,23.5,59.0,1004.1,0.0,0.0,calm
0.0,159.7,24.25,0.0,8.29,411.0,25.41,23.95,23.6,59.0,1004.1,0.0,0.0,calm
0.0,159.5,24.25,0.0,8.29,419.0,25.35,23.91,23.5,59.0,1004.1,0.0,0.0,calm
0.0,159.6,24.25,0.06,8.29,421.0,25.25,23.93,23.5,58.0,1004.2,0.0,0.0,calm
5.6,159.7,24.25,0.06,8.29,406.0,25.31,23.95,23.5,58.0,1004.0,0.0,0.0,calm
0.0,159.7,24.25,0.06,8.29,405.0,25.29,23.93,23.6,58.0,1004.2,0.0,0.0,calm
0.0,159.7,24.25,0.06,8.29,406.0,25.29,23.91,23.5,58.0,1004.1,0.0,0.0,calm
0.0,159.7,24.25,0.06,8.29,409.0,25.31,23.93,23.5,58.0,1004.1,0.0,0.0,calm
0.0,159.7,24.25,0.0,8.29,408.0,25.19,23.93,23.6,58.0,1004.0,0.0,0.0,calm
0.0,159.7,24.25,0.06,8.29,411.0,25.25,23.89,23.6,58.0,1004.1,0.0,0.0,calm
0.0,159.7,24.25,0.06,8.29,410.0,25.35,23.91,23.5,58.0,1004.0,0.0,0.0,calm
0.0,159.6,24.25,0.06,8.29,409.0,25.25,23.89,23.5,58.0,1004.1,0.0,0.0,calm
0.0,159.7,24.25,0.06,8.29,408.0,25.23,23.93,23.5,58.0,1004.0,0.0,0.0,calm
0.0,159.6,24.19,0.06,8.3,415.0,25.13,23.91,23.5,58.0,1004.1,0.0,0.0,calm
0.0,159.7,24.25,0.0,8.29,410.0,25.29,23.91,23.6,58.0,1004.1,0.0,0.0,calm
0.0,159.7,24.25,0.06,8.29,409.0,25.29,23.91,23.6,58.0,1004.1,0.0,0.0,calm
90.58,159.7,24.25,0.06,8.29,411.0,25.23,23.93,23.5,58.0,1004.1,0.0,0.0,other
90.4,159.8,24.25,0.06,8.29,409.0,25.25,23.89,23.6,58.0,1004.1,0.0,0.0,human-tap
0.0,159.2,24.25,0.0,8.29,409.0,25.35,23.89,23.5,58.0,1004.1,0.0,0.0,calm
90.67,159.2,24.25,0.06,8.29,419.0,25.25,23.87,23.5,58.0,1004.0,0.0,0.0,other
0.0,159.5,24.25,0.0,8.29,417.0,25.37,23.87,23.5,58.0,1004.0,0.0,0.0,calm
0.0,159.3,24.25,0.06,8.29,409.0,25.35,23.89,23.5,58.0,1004.1,0.0,0.0,calm
5.61,159.3,24.25,0.06,8.29,410.0,25.25,23.89,23.5,58.0,1004.1,0.0,0.0,calm
0.0,159.3,24.25,0.06,8.29,406.0,25.29,23.91,23.5,58.0,1004.1,0.0,0.0,calm
0.0,159.1,24.25,0.0,8.29,404.0,25.19,23.87,23.5,58.0,1004.1,0.0,0.0,calm
0.0,159.1,24.25,0.06,8.29,398.0,25.25,23.89,23.5,58.0,1004.1,0.0,0.0,calm
0.0,159.1,24.25,0.06,8.29,395.0,25.29,23.89,23.5,58.0,1004.1,0.0,0.0,calm
5.23,159.3,24.25,0.06,8.29,399.0,25.35,23.89,23.5,58.0,1004.2,0.0,0.0,calm
0.0,159.3,24.25,0.06,8.29,407.0,25.31,23.89,23.5,58.0,1004.1,0.0,0.0,calm
0.0,159.4,24.25,0.06,8.29,402.0,25.31,23.87,23.5,58.0,1004.0,0.0,0.0,calm
90.52,159.3,24.25,0.13,8.29,420.0,25.29,23.87,23.5,58.0,1004.0,0.0,0.0,other
0.0,159.3,24.25,0.06,8.29,410.0,25.41,23.89,23.5,58.0,1004.1,0.0,0.0,calm
0.0,159.1,24.25,0.06,8.29,402.0,25.41,23.89,23.5,58.0,1004.2,0.0,0.0,calm
0.0,159.3,24.25,0.06,8.29,403.0,25.35,23.91,23.5,58.0,1004.1,0.0,0.0,calm
0.0,159.3,24.25,0.06,8.29,402.0,25.35,23.87,23.5,58.0,1004.1,0.0,0.0,calm
5.05,159.1,24.25,0.06,8.29,409.0,25.31,23.89,23.5,58.0,1004.1,0.0,0.0,calm
0.0,159.2,24.25,0.06,8.29,420.0,25.29,23.91,23.5,58.0,1004.1,0.0,0.0,calm
0.0,159.1,24.19,0.06,8.3,421.0,25.23,23.91,23.5,58.0,1004.1,0.0,0.0,calm
0.0,159.0,24.25,0.06,8.29,411.0,25.35,23.91,23.5,58.0,1004.1,0.0,0.0,calm
0.0,159.0,24.25,0.06,8.29,436.0,25.37,23.93,23.5,58.0,1004.0,0.0,0.0,calm
90.67,159.0,24.25,0.06,8.29,425.0,25.35,23.89,23.5,58.0,1004.1,0.0,0.0,other
0.0,159.2,24.25,0.06,8.29,411.0,25.29,23.87,23.5,58.0,1004.1,0.0,0.0,calm
5.55,159.4,24.25,0.06,8.29,415.0,25.37,23.89,23.5,58.0,1004.1,0.0,0.0,calm
0.0,159.3,24.25,0.06,8.29,403.0,25.31,23.87,23.5,58.0,1004.1,0.0,0.0,calm
0.0,159.3,24.25,0.06,8.29,425.0,25.35,23.89,23.5,58.0,1004.2,0.0,0.0,calm
0.0,159.3,24.25,0.0,8.29,405.0,25.37,23.89,23.5,58.0,1004.0,0.0,0.0,calm
0.0,159.3,24.25,0.0,8.29,385.0,25.35,23.89,23.5,58.0,1004.1,0.0,0.0,calm
0.0,159.3,24.25,0.06,8.29,421.0,25.31,23.91,23.5,58.0,1004.1,0.0,0.0,calm
0.0,159.3,24.25,0.06,8.29,415.0,25.35,23.89,23.5,58.0,1004.0,0.0,0.0,calm
5.25,159.3,24.25,0.06,8.29,420.0,25.37,23.89,23.5,58.0,1004.1,0.0,0.0,calm
90.58,159.3,24.25,0.06,8.29,394.0,25.35,23.87,23.5,58.0,1004.1,0.0,0.0,human-tap
5.4,159.3,24.25,0.0,8.29,411.0,25.37,23.91,23.5,58.0,1004.1,0.0,0.0,calm
